"","區域名","里數","鄰數","戶數","人口數","男","女","年月","地區"
"404","六龜區","12","221","5760","14476","7827","6649","100.10","高雄市"
"405","甲仙區","7","103","2498","7008","3758","3250","100.10","高雄市"
"406","杉林區","7","138","4558","12077","6592","5485","100.10","高雄市"
"407","內門區","18","207","5051","15703","8565","7138","100.10","高雄市"
"408","茂林區","3","19","576","1833","919","914","100.10","高雄市"
"409","桃源區","8","39","1368","4719","2493","2226","100.10","高雄市"
"410","那瑪夏區","3","20","883","3280","1701","1579","100.10","高雄市"
"411","高雄市","893","17670","1034753","2773855","1388493","1385362","100.11","高雄市"
"412","鹽埕區","21","237","11054","26722","13383","13339","100.11","高雄市"
"413","鼓山區","38","722","53137","132743","64845","67898","100.11","高雄市"
"414","左營區","40","747","74881","193335","94872","98463","100.11","高雄市"
"415","楠梓區","37","803","62617","173831","86135","87696","100.11","高雄市"
"416","三民一","41","662","33278","85256","42522","42734","100.11","高雄市"
"417","三民二","45","1082","99394","266868","129602","137266","100.11","高雄市"
"418","新興區","32","456","22821","54395","26366","28029","100.11","高雄市"
"419","前金區","20","263","12525","28469","13859","14610","100.11","高雄市"
"420","苓雅區","69","1248","71985","181720","88279","93441","100.11","高雄市"
"421","前鎮區","59","1298","76947","197772","98099","99673","100.11","高雄市"
"422","旗津區","13","212","10995","29786","15433","14353","100.11","高雄市"
"423","小港區","38","697","64227","154717","77622","77095","100.11","高雄市"
"424","鳳山一","43","1113","66720","176480","87137","89343","100.11","高雄市"
"425","鳳山二","35","1007","62567","168481","84229","84252","100.11","高雄市"
"426","林園區","24","521","24589","70440","36074","34366","100.11","高雄市"
"427","大寮區","25","747","38937","109169","56618","52551","100.11","高雄市"
"428","大樹區","18","376","13139","43646","22534","21112","100.11","高雄市"
"429","大社區","9","175","11906","33291","17061","16230","100.11","高雄市"
"430","仁武區","16","389","27133","74787","38556","36231","100.11","高雄市"
"431","鳥松區","7","192","16899","43166","21874","21292","100.11","高雄市"
"432","岡山區","33","540","33612","97364","48764","48600","100.11","高雄市"
"433","橋頭區","17","359","12880","36771","18819","17952","100.11","高雄市"
"434","燕巢區","11","289","10130","30935","16507","14428","100.11","高雄市"
"435","田寮區","10","154","3521","8037","4464","3573","100.11","高雄市"
"436","阿蓮區","12","276","9225","30193","15223","14970","100.11","高雄市"
"437","路竹區","20","395","16175","53496","27299","26197","100.11","高雄市"
"438","湖內區","14","260","9768","28817","14826","13991","100.11","高雄市"
"439","茄萣區","15","339","10184","31011","16136","14875","100.11","高雄市"
"440","永安區","6","81","5812","14119","7183","6936","100.11","高雄市"
"441","彌陀區","12","227","6672","20227","10502","9725","100.11","高雄市"
"442","梓官區","15","286","12143","36602","19003","17599","100.11","高雄市"
"443","旗山區","21","381","13862","39471","20534","18937","100.11","高雄市"
"444","美濃區","19","389","14310","42686","22307","20379","100.11","高雄市"
"445","六龜區","12","221","5753","14447","7813","6634","100.11","高雄市"
"446","甲仙區","7","103","2494","6999","3752","3247","100.11","高雄市"
"447","杉林區","7","138","4587","12120","6613","5507","100.11","高雄市"
"448","內門區","18","207","5051","15679","8554","7125","100.11","高雄市"
"449","茂林區","3","19","575","1831","919","912","100.11","高雄市"
"450","桃源區","8","39","1365","4712","2484","2228","100.11","高雄市"
"451","那瑪夏區","3","20","883","3264","1691","1573","100.11","高雄市"
"452","高雄市","893","17670","1035012","2774470","1388530","1385940","100.12","高雄市"
"453","鹽埕區","21","237","11053","26723","13377","13346","100.12","高雄市"
"454","鼓山區","38","722","53167","132868","64928","67940","100.12","高雄市"
"455","左營區","40","747","74877","193482","94930","98552","100.12","高雄市"
"456","楠梓區","37","803","62664","173969","86155","87814","100.12","高雄市"
"457","三民一","41","662","33250","85216","42456","42760","100.12","高雄市"
"458","三民二","45","1082","99435","266943","129607","137336","100.12","高雄市"
"459","新興區","32","456","22798","54345","26331","28014","100.12","高雄市"
"460","前金區","20","263","12506","28446","13841","14605","100.12","高雄市"
"461","苓雅區","69","1248","72018","181717","88271","93446","100.12","高雄市"
"462","前鎮區","59","1298","76930","197693","98066","99627","100.12","高雄市"
"463","旗津區","13","212","10993","29781","15436","14345","100.12","高雄市"
"464","小港區","38","697","64255","154772","77627","77145","100.12","高雄市"
"465","鳳山一","43","1113","66751","176676","87204","89472","100.12","高雄市"
"466","鳳山二","35","1007","62586","168670","84282","84388","100.12","高雄市"
"467","林園區","24","521","24616","70439","36072","34367","100.12","高雄市"
"468","大寮區","25","747","38965","109157","56609","52548","100.12","高雄市"
"469","大樹區","18","376","13111","43609","22522","21087","100.12","高雄市"
"470","大社區","9","175","11905","33296","17052","16244","100.12","高雄市"
"471","仁武區","16","389","27178","74867","38597","36270","100.12","高雄市"
"472","鳥松區","7","192","16901","43191","21883","21308","100.12","高雄市"
"473","岡山區","33","540","33621","97417","48796","48621","100.12","高雄市"
"474","橋頭區","17","359","12884","36809","18841","17968","100.12","高雄市"
"475","燕巢區","11","289","10147","30941","16499","14442","100.12","高雄市"
"476","田寮區","10","154","3520","8012","4450","3562","100.12","高雄市"
"477","阿蓮區","12","276","9233","30225","15240","14985","100.12","高雄市"
"478","路竹區","20","395","16175","53443","27277","26166","100.12","高雄市"
"479","湖內區","14","260","9770","28806","14818","13988","100.12","高雄市"
"480","茄萣區","15","339","10189","31008","16127","14881","100.12","高雄市"
"481","永安區","6","81","5805","14106","7168","6938","100.12","高雄市"
"482","彌陀區","12","227","6677","20217","10495","9722","100.12","高雄市"
"483","梓官區","15","286","12145","36559","18993","17566","100.12","高雄市"
"484","旗山區","21","381","13852","39423","20508","18915","100.12","高雄市"
"485","美濃區","19","389","14316","42658","22285","20373","100.12","高雄市"
"486","六龜區","12","221","5758","14421","7799","6622","100.12","高雄市"
"487","甲仙區","7","103","2493","6981","3741","3240","100.12","高雄市"
"488","杉林區","7","138","4593","12136","6621","5515","100.12","高雄市"
"489","內門區","18","207","5052","15662","8537","7125","100.12","高雄市"
"490","茂林區","3","19","574","1834","922","912","100.12","高雄市"
"491","桃源區","8","39","1367","4700","2480","2220","100.12","高雄市"
"492","那瑪夏區","3","20","882","3252","1687","1565","100.12","高雄市"
"493","高雄市","893","17670","1035310","2774925","1388542","1386383","101.1","高雄市"
"494","鹽埕區","21","237","11058","26701","13370","13331","101.1","高雄市"
"495","鼓山區","38","722","53178","132959","64962","67997","101.1","高雄市"
"496","左營區","40","747","74932","193695","94984","98711","101.1","高雄市"
"497","楠梓區","37","803","62702","174025","86199","87826","101.1","高雄市"
"498","三民一","41","662","33235","85134","42412","42722","101.1","高雄市"
"499","三民二","45","1082","99412","266857","129509","137348","101.1","高雄市"
"500","新興區","32","456","22781","54322","26303","28019","101.1","高雄市"
"501","前金區","20","263","12491","28397","13811","14586","101.1","高雄市"
"502","苓雅區","69","1248","72043","181630","88236","93394","101.1","高雄市"
"503","前鎮區","59","1298","76908","197593","98016","99577","101.1","高雄市"
"504","旗津區","13","212","10989","29752","15414","14338","101.1","高雄市"
"505","小港區","38","697","64276","154875","77674","77201","101.1","高雄市"
"506","鳳山一","43","1113","66808","176875","87279","89596","101.1","高雄市"
"507","鳳山二","35","1007","62617","168904","84391","84513","101.1","高雄市"
"508","林園區","24","521","24643","70436","36071","34365","101.1","高雄市"
"509","大寮區","25","747","38989","109173","56602","52571","101.1","高雄市"
"510","大樹區","18","376","13102","43600","22515","21085","101.1","高雄市"
"511","大社區","9","175","11915","33345","17084","16261","101.1","高雄市"
"512","仁武區","16","389","27222","74999","38659","36340","101.1","高雄市"
"513","鳥松區","7","192","16896","43203","21877","21326","101.1","高雄市"
"514","岡山區","33","540","33644","97454","48795","48659","101.1","高雄市"
"515","橋頭區","17","359","12893","36824","18849","17975","101.1","高雄市"
"516","燕巢區","11","289","10141","30902","16485","14417","101.1","高雄市"
"517","田寮區","10","154","3513","7995","4444","3551","101.1","高雄市"
"518","阿蓮區","12","276","9235","30215","15233","14982","101.1","高雄市"
"519","路竹區","20","395","16182","53439","27274","26165","101.1","高雄市"
"520","湖內區","14","260","9779","28825","14828","13997","101.1","高雄市"
"521","茄萣區","15","339","10192","30987","16117","14870","101.1","高雄市"
"522","永安區","6","81","5791","14076","7148","6928","101.1","高雄市"
"523","彌陀區","12","227","6681","20224","10489","9735","101.1","高雄市"
"524","梓官區","15","286","12159","36574","19006","17568","101.1","高雄市"
"525","旗山區","21","381","13858","39416","20503","18913","101.1","高雄市"
"526","美濃區","19","389","14324","42621","22261","20360","101.1","高雄市"
"527","六龜區","12","221","5758","14387","7785","6602","101.1","高雄市"
"528","甲仙區","7","103","2483","6931","3711","3220","101.1","高雄市"
"529","杉林區","7","138","4607","12165","6637","5528","101.1","高雄市"
"530","內門區","18","207","5048","15639","8523","7116","101.1","高雄市"
"531","茂林區","3","19","574","1833","921","912","101.1","高雄市"
"532","桃源區","8","39","1371","4700","2483","2217","101.1","高雄市"
"533","那瑪夏區","3","20","880","3243","1682","1561","101.1","高雄市"
"534","高雄市","893","17670","1036151","2774831","1388254","1386577","101.2","高雄市"
"535","鹽埕區","21","237","11079","26695","13359","13336","101.2","高雄市"
"536","鼓山區","38","722","53226","132877","64927","67950","101.2","高雄市"
"537","左營區","40","747","75000","193892","95040","98852","101.2","高雄市"
"538","楠梓區","37","803","62778","174135","86241","87894","101.2","高雄市"
"539","三民一","41","662","33238","85041","42355","42686","101.2","高雄市"
"540","三民二","45","1082","99417","266635","129388","137247","101.2","高雄市"
"541","新興區","32","456","22789","54257","26258","27999","101.2","高雄市"
"542","前金區","20","263","12485","28375","13801","14574","101.2","高雄市"
"543","苓雅區","69","1248","72016","181396","88108","93288","101.2","高雄市"
"544","前鎮區","59","1298","76932","197367","97890","99477","101.2","高雄市"
"545","旗津區","13","212","11000","29705","15395","14310","101.2","高雄市"
"546","小港區","38","697","64351","155004","77764","77240","101.2","高雄市"
"547","鳳山一","43","1113","66887","176939","87278","89661","101.2","高雄市"
"548","鳳山二","35","1007","62733","169191","84527","84664","101.2","高雄市"
"549","林園區","24","521","24655","70467","36056","34411","101.2","高雄市"
"550","大寮區","25","747","39017","109205","56588","52617","101.2","高雄市"
"551","大樹區","18","376","13109","43582","22502","21080","101.2","高雄市"
"552","大社區","9","175","11925","33384","17111","16273","101.2","高雄市"
"553","仁武區","16","389","27331","75259","38763","36496","101.2","高雄市"
"554","鳥松區","7","192","16931","43313","21950","21363","101.2","高雄市"
"555","岡山區","33","540","33694","97463","48771","48692","101.2","高雄市"
"556","橋頭區","17","359","12917","36835","18845","17990","101.2","高雄市"
"557","燕巢區","11","289","10144","30881","16470","14411","101.2","高雄市"
"558","田寮區","10","154","3511","7967","4427","3540","101.2","高雄市"
