"","區域名","里數","鄰數","戶數","人口數","男","女","年月","地區"
"1800","小港區",38,697,65553,156115,77933,78182,102.12,"高雄市"
"1801","鳳山一",43,1119,69199,179240,87903,91337,102.12,"高雄市"
"1802","鳳山二",35,1007,64836,173334,86146,87188,102.12,"高雄市"
"1803","林園區",24,525,25218,70436,35925,34511,102.12,"高雄市"
"1804","大寮區",25,747,40291,110449,56969,53480,102.12,"高雄市"
"1805","大樹區",18,376,13235,43418,22349,21069,102.12,"高雄市"
"1806","大社區",9,175,12402,34097,17445,16652,102.12,"高雄市"
"1807","仁武區",16,389,29426,79392,40668,38724,102.12,"高雄市"
"1808","鳥松區",7,192,17354,43781,22251,21530,102.12,"高雄市"
"1809","岡山區",33,540,34234,97800,48780,49020,102.12,"高雄市"
"1810","橋頭區",17,359,13084,37010,18879,18131,102.12,"高雄市"
"1811","燕巢區",11,289,10259,30542,16223,14319,102.12,"高雄市"
"1812","田寮區",10,154,3447,7732,4305,3427,102.12,"高雄市"
"1813","阿蓮區",12,276,9365,29795,15028,14767,102.12,"高雄市"
"1814","路竹區",20,395,16472,53036,27099,25937,102.12,"高雄市"
"1815","湖內區",14,260,10146,29203,14984,14219,102.12,"高雄市"
"1816","茄萣區",15,339,10373,30868,16013,14855,102.12,"高雄市"
"1817","永安區",6,81,5828,14138,7117,7021,102.12,"高雄市"
"1818","彌陀區",12,227,6687,19920,10335,9585,102.12,"高雄市"
"1819","梓官區",15,286,12355,36381,18808,17573,102.12,"高雄市"
"1820","旗山區",21,381,13874,38563,19989,18574,102.12,"高雄市"
"1821","美濃區",19,389,14455,41668,21743,19925,102.12,"高雄市"
"1822","六龜區",12,221,5699,13943,7534,6409,102.12,"高雄市"
"1823","甲仙區",7,103,2377,6444,3431,3013,102.12,"高雄市"
"1824","杉林區",7,138,4823,12587,6862,5725,102.12,"高雄市"
"1825","內門區",18,207,5071,15351,8355,6996,102.12,"高雄市"
"1826","茂林區",3,19,579,1832,927,905,102.12,"高雄市"
"1827","桃源區",8,39,1330,4406,2330,2076,102.12,"高雄市"
"1828","那瑪夏區",3,20,865,3145,1629,1516,102.12,"高雄市"
"1829","高雄市",893,17688,1056653,2779790,1385726,1394064,103.1,"高雄市"
"1830","鹽埕區",21,232,10979,25846,12882,12964,103.1,"高雄市"
"1831","鼓山區",38,722,54920,135170,65744,69426,103.1,"高雄市"
"1832","左營區",40,760,76413,195436,95181,100255,103.1,"高雄市"
"1833","楠梓區",37,803,65171,177684,87884,89800,103.1,"高雄市"
"1834","三民一",41,660,32989,83005,41202,41803,103.1,"高雄市"
"1835","三民二",45,1084,101080,265403,128396,137007,103.1,"高雄市"
"1836","新興區",32,456,22723,53134,25652,27482,103.1,"高雄市"
"1837","前金區",20,263,12558,27987,13520,14467,103.1,"高雄市"
"1838","苓雅區",69,1248,72215,177543,85990,91553,103.1,"高雄市"
"1839","前鎮區",59,1298,77594,194681,96258,98423,103.1,"高雄市"
"1840","旗津區",13,212,10958,29000,15005,13995,103.1,"高雄市"
"1841","小港區",38,697,65576,156187,77953,78234,103.1,"高雄市"
"1842","鳳山一",43,1119,69172,179229,87873,91356,103.1,"高雄市"
"1843","鳳山二",35,1007,64897,173539,86261,87278,103.1,"高雄市"
"1844","林園區",24,525,25253,70452,35929,34523,103.1,"高雄市"
"1845","大寮區",25,747,40322,110487,56992,53495,103.1,"高雄市"
"1846","大樹區",18,376,13222,43356,22307,21049,103.1,"高雄市"
"1847","大社區",9,175,12435,34121,17466,16655,103.1,"高雄市"
"1848","仁武區",16,389,29485,79487,40705,38782,103.1,"高雄市"
"1849","鳥松區",7,192,17358,43812,22266,21546,103.1,"高雄市"
"1850","岡山區",33,540,34251,97834,48761,49073,103.1,"高雄市"
"1851","橋頭區",17,359,13079,37047,18905,18142,103.1,"高雄市"
"1852","燕巢區",11,289,10253,30524,16218,14306,103.1,"高雄市"
"1853","田寮區",10,154,3443,7724,4301,3423,103.1,"高雄市"
"1854","阿蓮區",12,276,9362,29803,15033,14770,103.1,"高雄市"
"1855","路竹區",20,395,16467,52990,27064,25926,103.1,"高雄市"
"1856","湖內區",14,260,10155,29220,14988,14232,103.1,"高雄市"
"1857","茄萣區",15,339,10375,30863,16011,14852,103.1,"高雄市"
"1858","永安區",6,81,5827,14132,7114,7018,103.1,"高雄市"
"1859","彌陀區",12,227,6696,19918,10327,9591,103.1,"高雄市"
"1860","梓官區",15,286,12359,36398,18819,17579,103.1,"高雄市"
"1861","旗山區",21,381,13870,38528,19969,18559,103.1,"高雄市"
"1862","美濃區",19,389,14459,41640,21725,19915,103.1,"高雄市"
"1863","六龜區",12,221,5696,13921,7526,6395,103.1,"高雄市"
"1864","甲仙區",7,103,2375,6438,3429,3009,103.1,"高雄市"
"1865","杉林區",7,138,4818,12560,6852,5708,103.1,"高雄市"
"1866","內門區",18,207,5076,15318,8342,6976,103.1,"高雄市"
"1867","茂林區",3,19,577,1834,925,909,103.1,"高雄市"
"1868","桃源區",8,39,1331,4400,2323,2077,103.1,"高雄市"
"1869","那瑪夏區",3,20,864,3139,1628,1511,103.1,"高雄市"
"1870","高雄市",893,17686,1056921,2779653,1385335,1394318,103.2,"高雄市"
"1871","鹽埕區",21,232,10963,25836,12871,12965,103.2,"高雄市"
"1872","鼓山區",38,722,54947,135158,65724,69434,103.2,"高雄市"
"1873","左營區",40,760,76452,195459,95162,100297,103.2,"高雄市"
"1874","楠梓區",37,803,65271,177818,87947,89871,103.2,"高雄市"
"1875","三民一",41,659,32987,82932,41152,41780,103.2,"高雄市"
"1876","三民二",45,1084,101103,265400,128342,137058,103.2,"高雄市"
"1877","新興區",32,456,22729,53087,25617,27470,103.2,"高雄市"
"1878","前金區",20,263,12561,27983,13518,14465,103.2,"高雄市"
"1879","苓雅區",69,1248,72137,177442,85929,91513,103.2,"高雄市"
"1880","前鎮區",59,1298,77595,194602,96219,98383,103.2,"高雄市"
"1881","旗津區",13,212,10955,28985,14996,13989,103.2,"高雄市"
"1882","小港區",38,697,65567,156188,77938,78250,103.2,"高雄市"
"1883","鳳山一",43,1119,69200,179298,87877,91421,103.2,"高雄市"
"1884","鳳山二",35,1007,64952,173661,86297,87364,103.2,"高雄市"
"1885","林園區",24,525,25258,70486,35920,34566,103.2,"高雄市"
"1886","大寮區",25,747,40346,110466,56983,53483,103.2,"高雄市"
"1887","大樹區",18,376,13208,43336,22297,21039,103.2,"高雄市"
"1888","大社區",9,175,12460,34147,17470,16677,103.2,"高雄市"
"1889","仁武區",16,389,29545,79615,40765,38850,103.2,"高雄市"
"1890","鳥松區",7,192,17357,43764,22237,21527,103.2,"高雄市"
"1891","岡山區",33,540,34246,97837,48740,49097,103.2,"高雄市"
"1892","橋頭區",17,359,13074,37021,18884,18137,103.2,"高雄市"
"1893","燕巢區",11,288,10251,30522,16218,14304,103.2,"高雄市"
"1894","田寮區",10,154,3438,7714,4294,3420,103.2,"高雄市"
"1895","阿蓮區",12,276,9362,29747,14995,14752,103.2,"高雄市"
"1896","路竹區",20,395,16474,52991,27066,25925,103.2,"高雄市"
"1897","湖內區",14,260,10172,29273,15004,14269,103.2,"高雄市"
"1898","茄萣區",15,339,10379,30828,16002,14826,103.2,"高雄市"
"1899","永安區",6,81,5826,14121,7105,7016,103.2,"高雄市"
"1900","彌陀區",12,227,6689,19911,10322,9589,103.2,"高雄市"
"1901","梓官區",15,286,12366,36395,18806,17589,103.2,"高雄市"
"1902","旗山區",21,381,13870,38511,19959,18552,103.2,"高雄市"
"1903","美濃區",19,389,14455,41591,21694,19897,103.2,"高雄市"
"1904","六龜區",12,221,5685,13882,7504,6378,103.2,"高雄市"
"1905","甲仙區",7,103,2375,6417,3424,2993,103.2,"高雄市"
"1906","杉林區",7,138,4818,12546,6845,5701,103.2,"高雄市"
"1907","內門區",18,207,5074,15288,8330,6958,103.2,"高雄市"
"1908","茂林區",3,19,578,1850,929,921,103.2,"高雄市"
"1909","桃源區",8,39,1332,4392,2318,2074,103.2,"高雄市"
"1910","那瑪夏區",3,20,864,3153,1635,1518,103.2,"高雄市"
"1911","高雄市",893,17686,1057446,2778669,1384641,1394028,103.3,"高雄市"
"1912","鹽埕區",21,232,10950,25776,12845,12931,103.3,"高雄市"
"1913","鼓山區",38,722,54962,135111,65681,69430,103.3,"高雄市"
"1914","左營區",40,760,76480,195404,95093,100311,103.3,"高雄市"
"1915","楠梓區",37,803,65359,177903,87949,89954,103.3,"高雄市"
"1916","三民一",41,659,33001,82835,41126,41709,103.3,"高雄市"
"1917","三民二",45,1084,101128,265282,128283,136999,103.3,"高雄市"
"1918","新興區",32,456,22742,53013,25561,27452,103.3,"高雄市"
"1919","前金區",20,263,12547,27962,13496,14466,103.3,"高雄市"
"1920","苓雅區",69,1248,72103,177206,85821,91385,103.3,"高雄市"
"1921","前鎮區",59,1298,77594,194452,96116,98336,103.3,"高雄市"
"1922","旗津區",13,212,10947,28958,14992,13966,103.3,"高雄市"
"1923","小港區",38,697,65591,156124,77918,78206,103.3,"高雄市"
"1924","鳳山一",43,1119,69288,179267,87820,91447,103.3,"高雄市"
"1925","鳳山二",35,1007,65056,173809,86350,87459,103.3,"高雄市"
"1926","林園區",24,525,25268,70490,35911,34579,103.3,"高雄市"
"1927","大寮區",25,747,40384,110501,57002,53499,103.3,"高雄市"
"1928","大樹區",18,376,13219,43276,22266,21010,103.3,"高雄市"
"1929","大社區",9,175,12483,34186,17461,16725,103.3,"高雄市"
"1930","仁武區",16,389,29616,79737,40837,38900,103.3,"高雄市"
"1931","鳥松區",7,192,17359,43701,22215,21486,103.3,"高雄市"
"1932","岡山區",33,540,34253,97758,48675,49083,103.3,"高雄市"
"1933","橋頭區",17,359,13074,37036,18908,18128,103.3,"高雄市"
"1934","燕巢區",11,288,10273,30533,16207,14326,103.3,"高雄市"
"1935","田寮區",10,154,3439,7705,4289,3416,103.3,"高雄市"
"1936","阿蓮區",12,276,9361,29702,14981,14721,103.3,"高雄市"
"1937","路竹區",20,395,16474,52974,27056,25918,103.3,"高雄市"
"1938","湖內區",14,260,10193,29289,15006,14283,103.3,"高雄市"
"1939","茄萣區",15,339,10376,30800,15981,14819,103.3,"高雄市"
"1940","永安區",6,81,5821,14097,7102,6995,103.3,"高雄市"
"1941","彌陀區",12,227,6693,19921,10319,9602,103.3,"高雄市"
"1942","梓官區",15,286,12365,36362,18799,17563,103.3,"高雄市"
"1943","旗山區",21,381,13865,38450,19938,18512,103.3,"高雄市"
"1944","美濃區",19,389,14451,41570,21687,19883,103.3,"高雄市"
"1945","六龜區",12,221,5685,13863,7492,6371,103.3,"高雄市"
"1946","甲仙區",7,103,2373,6413,3416,2997,103.3,"高雄市"
"1947","杉林區",7,138,4818,12521,6839,5682,103.3,"高雄市"
"1948","內門區",18,207,5069,15273,8315,6958,103.3,"高雄市"
"1949","茂林區",3,19,579,1853,928,925,103.3,"高雄市"
"1950","桃源區",8,39,1342,4385,2314,2071,103.3,"高雄市"
"1951","那瑪夏區",3,20,865,3171,1646,1525,103.3,"高雄市"
"1952","高雄市",893,17686,1057883,2778132,1384253,1393879,103.4,"高雄市"
"1953","鹽埕區",21,232,10937,25734,12830,12904,103.4,"高雄市"
"1954","鼓山區",38,722,54993,135111,65662,69449,103.4,"高雄市"
"1955","左營區",40,760,76447,195309,95009,100300,103.4,"高雄市"
"1956","楠梓區",37,803,65420,177886,87989,89897,103.4,"高雄市"
"1957","三民一",41,659,33004,82815,41128,41687,103.4,"高雄市"
"1958","三民二",45,1084,101169,265212,128242,136970,103.4,"高雄市"
"1959","新興區",32,456,22764,53000,25542,27458,103.4,"高雄市"
"1960","前金區",20,263,12550,27965,13495,14470,103.4,"高雄市"
"1961","苓雅區",69,1248,72094,177042,85733,91309,103.4,"高雄市"
"1962","前鎮區",59,1298,77623,194330,96028,98302,103.4,"高雄市"
"1963","旗津區",13,212,10946,28966,15006,13960,103.4,"高雄市"
"1964","小港區",38,697,65546,156009,77865,78144,103.4,"高雄市"
"1965","鳳山一",43,1119,69368,179334,87839,91495,103.4,"高雄市"
"1966","鳳山二",35,1007,65128,173871,86363,87508,103.4,"高雄市"
"1967","林園區",24,525,25279,70502,35911,34591,103.4,"高雄市"
"1968","大寮區",25,747,40403,110454,56973,53481,103.4,"高雄市"
"1969","大樹區",18,376,13232,43221,22230,20991,103.4,"高雄市"
"1970","大社區",9,175,12511,34195,17462,16733,103.4,"高雄市"
"1971","仁武區",16,389,29652,79880,40905,38975,103.4,"高雄市"
"1972","鳥松區",7,192,17365,43716,22219,21497,103.4,"高雄市"
"1973","岡山區",33,540,34256,97732,48662,49070,103.4,"高雄市"
"1974","橋頭區",17,359,13095,37063,18925,18138,103.4,"高雄市"
"1975","燕巢區",11,288,10282,30505,16182,14323,103.4,"高雄市"
"1976","田寮區",10,154,3441,7701,4289,3412,103.4,"高雄市"
"1977","阿蓮區",12,276,9364,29676,14977,14699,103.4,"高雄市"
"1978","路竹區",20,395,16501,52982,27061,25921,103.4,"高雄市"
"1979","湖內區",14,260,10203,29291,15005,14286,103.4,"高雄市"
"1980","茄萣區",15,339,10374,30778,15958,14820,103.4,"高雄市"
"1981","永安區",6,81,5817,14083,7090,6993,103.4,"高雄市"
"1982","彌陀區",12,227,6692,19893,10309,9584,103.4,"高雄市"
"1983","梓官區",15,286,12367,36387,18811,17576,103.4,"高雄市"
"1984","旗山區",21,381,13868,38421,19916,18505,103.4,"高雄市"
"1985","美濃區",19,389,14451,41554,21689,19865,103.4,"高雄市"
"1986","六龜區",12,221,5680,13877,7493,6384,103.4,"高雄市"
"1987","甲仙區",7,103,2379,6406,3413,2993,103.4,"高雄市"
"1988","杉林區",7,138,4820,12512,6826,5686,103.4,"高雄市"
"1989","內門區",18,207,5070,15273,8309,6964,103.4,"高雄市"
"1990","茂林區",3,19,584,1874,936,938,103.4,"高雄市"
"1991","桃源區",8,39,1342,4395,2323,2072,103.4,"高雄市"
"1992","那瑪夏區",3,20,866,3177,1648,1529,103.4,"高雄市"
"1993","高雄市",893,17686,1058800,2777415,1383711,1393704,103.5,"高雄市"
"1994","鹽埕區",21,232,10920,25670,12801,12869,103.5,"高雄市"
"1995","鼓山區",38,722,55040,135161,65656,69505,103.5,"高雄市"
"1996","左營區",40,760,76585,195340,94975,100365,103.5,"高雄市"
"1997","楠梓區",37,803,65521,177902,87994,89908,103.5,"高雄市"
"1998","三民一",41,659,33003,82711,41078,41633,103.5,"高雄市"
"1999","三民二",45,1084,101276,265080,128134,136946,103.5,"高雄市"
"2000","新興區",32,456,22752,52908,25489,27419,103.5,"高雄市"
"2001","前金區",20,263,12541,27929,13475,14454,103.5,"高雄市"
"2002","苓雅區",69,1248,72099,176849,85620,91229,103.5,"高雄市"
"2003","前鎮區",59,1298,77708,194295,95978,98317,103.5,"高雄市"
"2004","旗津區",13,212,10952,28993,15030,13963,103.5,"高雄市"
"2005","小港區",38,697,65556,155953,77838,78115,103.5,"高雄市"
"2006","鳳山一",43,1119,69481,179253,87781,91472,103.5,"高雄市"
"2007","鳳山二",35,1007,65231,173904,86421,87483,103.5,"高雄市"
"2008","林園區",24,525,25288,70481,35888,34593,103.5,"高雄市"
"2009","大寮區",25,747,40478,110530,56999,53531,103.5,"高雄市"
"2010","大樹區",18,376,13229,43205,22230,20975,103.5,"高雄市"
"2011","大社區",9,175,12513,34181,17459,16722,103.5,"高雄市"
"2012","仁武區",16,389,29741,80017,40958,39059,103.5,"高雄市"
"2013","鳥松區",7,192,17377,43665,22200,21465,103.5,"高雄市"
"2014","岡山區",33,540,34272,97700,48649,49051,103.5,"高雄市"
"2015","橋頭區",17,359,13096,37070,18920,18150,103.5,"高雄市"
"2016","燕巢區",11,288,10289,30497,16177,14320,103.5,"高雄市"
"2017","田寮區",10,154,3438,7693,4284,3409,103.5,"高雄市"
"2018","阿蓮區",12,276,9355,29654,14964,14690,103.5,"高雄市"
"2019","路竹區",20,395,16514,52980,27060,25920,103.5,"高雄市"
"2020","湖內區",14,260,10244,29322,15015,14307,103.5,"高雄市"
"2021","茄萣區",15,339,10365,30736,15930,14806,103.5,"高雄市"
"2022","永安區",6,81,5816,14086,7083,7003,103.5,"高雄市"
"2023","彌陀區",12,227,6692,19909,10318,9591,103.5,"高雄市"
"2024","梓官區",15,286,12381,36346,18790,17556,103.5,"高雄市"
"2025","旗山區",21,381,13874,38396,19915,18481,103.5,"高雄市"
"2026","美濃區",19,389,14455,41499,21673,19826,103.5,"高雄市"
"2027","六龜區",12,221,5669,13837,7468,6369,103.5,"高雄市"
"2028","甲仙區",7,103,2374,6411,3413,2998,103.5,"高雄市"
"2029","杉林區",7,138,4815,12531,6831,5700,103.5,"高雄市"
"2030","內門區",18,207,5068,15264,8303,6961,103.5,"高雄市"
"2031","茂林區",3,19,584,1874,934,940,103.5,"高雄市"
"2032","桃源區",8,39,1342,4388,2321,2067,103.5,"高雄市"
"2033","那瑪夏區",3,20,866,3195,1659,1536,103.5,"高雄市"
"2034","高雄市",893,17686,1059475,2777296,1383480,1393816,103.6,"高雄市"
"2035","鹽埕區",21,232,10906,25590,12772,12818,103.6,"高雄市"
"2036","鼓山區",38,722,55110,135207,65672,69535,103.6,"高雄市"
"2037","左營區",40,760,76647,195397,94939,100458,103.6,"高雄市"
"2038","楠梓區",37,803,65606,177984,88022,89962,103.6,"高雄市"
"2039","三民一",41,659,33011,82684,41047,41637,103.6,"高雄市"
"2040","三民二",45,1084,101347,265161,128195,136966,103.6,"高雄市"
"2041","新興區",32,456,22742,52787,25440,27347,103.6,"高雄市"
"2042","前金區",20,263,12534,27908,13437,14471,103.6,"高雄市"
"2043","苓雅區",69,1248,72084,176654,85545,91109,103.6,"高雄市"
"2044","前鎮區",59,1298,77733,194197,95937,98260,103.6,"高雄市"
"2045","旗津區",13,212,10927,28973,15023,13950,103.6,"高雄市"
"2046","小港區",38,697,65581,155948,77823,78125,103.6,"高雄市"
"2047","鳳山一",43,1119,69499,179190,87772,91418,103.6,"高雄市"
"2048","鳳山二",35,1007,65300,173952,86415,87537,103.6,"高雄市"
"2049","林園區",24,525,25315,70504,35894,34610,103.6,"高雄市"
"2050","大寮區",25,747,40527,110600,57024,53576,103.6,"高雄市"
"2051","大樹區",18,376,13226,43203,22230,20973,103.6,"高雄市"
"2052","大社區",9,175,12534,34199,17455,16744,103.6,"高雄市"
"2053","仁武區",16,389,29850,80170,41023,39147,103.6,"高雄市"
"2054","鳥松區",7,192,17397,43667,22193,21474,103.6,"高雄市"
"2055","岡山區",33,540,34298,97734,48652,49082,103.6,"高雄市"
"2056","橋頭區",17,359,13102,37087,18931,18156,103.6,"高雄市"
"2057","燕巢區",11,288,10315,30487,16175,14312,103.6,"高雄市"
"2058","田寮區",10,154,3434,7692,4279,3413,103.6,"高雄市"
"2059","阿蓮區",12,276,9352,29617,14945,14672,103.6,"高雄市"
"2060","路竹區",20,395,16521,52961,27056,25905,103.6,"高雄市"
"2061","湖內區",14,260,10265,29321,15017,14304,103.6,"高雄市"
"2062","茄萣區",15,339,10364,30732,15919,14813,103.6,"高雄市"
"2063","永安區",6,81,5814,14108,7089,7019,103.6,"高雄市"
"2064","彌陀區",12,227,6701,19925,10315,9610,103.6,"高雄市"
"2065","梓官區",15,286,12397,36367,18795,17572,103.6,"高雄市"
"2066","旗山區",21,381,13869,38341,19885,18456,103.6,"高雄市"
"2067","美濃區",19,389,14470,41481,21672,19809,103.6,"高雄市"
"2068","六龜區",12,221,5659,13802,7443,6359,103.6,"高雄市"
"2069","甲仙區",7,103,2372,6405,3414,2991,103.6,"高雄市"
"2070","杉林區",7,138,4824,12595,6857,5738,103.6,"高雄市"
"2071","內門區",18,207,5067,15254,8291,6963,103.6,"高雄市"
"2072","茂林區",3,19,584,1876,931,945,103.6,"高雄市"
"2073","桃源區",8,39,1326,4340,2291,2049,103.6,"高雄市"
"2074","那瑪夏區",3,20,865,3196,1665,1531,103.6,"高雄市"
"2075","高雄市",891,17624,1060315,2777240,1383208,1394032,103.7,"高雄市"
"2076","鹽埕區",21,232,10910,25571,12770,12801,103.7,"高雄市"
"2077","鼓山區",38,722,55161,135288,65724,69564,103.7,"高雄市"
"2078","左營區",39,760,76715,195351,94867,100484,103.7,"高雄市"
"2079","楠梓區",37,803,65677,178129,88049,90080,103.7,"高雄市"
"2080","三民一",41,659,33030,82626,40973,41653,103.7,"高雄市"
"2081","三民二",45,1084,101411,264980,128074,136906,103.7,"高雄市"
"2082","新興區",32,456,22731,52745,25428,27317,103.7,"高雄市"
"2083","前金區",20,263,12516,27884,13424,14460,103.7,"高雄市"
"2084","苓雅區",69,1248,72076,176368,85381,90987,103.7,"高雄市"
"2085","前鎮區",59,1298,77806,194144,95941,98203,103.7,"高雄市"
"2086","旗津區",13,212,10926,28978,15023,13955,103.7,"高雄市"
"2087","小港區",38,697,65644,155879,77783,78096,103.7,"高雄市"
"2088","鳳山一",41,1052,69531,179156,87736,91420,103.7,"高雄市"
"2089","鳳山二",35,1007,65355,174138,86481,87657,103.7,"高雄市"
"2090","林園區",24,525,25335,70508,35891,34617,103.7,"高雄市"
"2091","大寮區",25,747,40615,110779,57109,53670,103.7,"高雄市"
"2092","大樹區",18,376,13236,43198,22211,20987,103.7,"高雄市"
"2093","大社區",9,175,12568,34251,17468,16783,103.7,"高雄市"
"2094","仁武區",16,389,29944,80330,41113,39217,103.7,"高雄市"
"2095","鳥松區",7,192,17417,43611,22165,21446,103.7,"高雄市"
"2096","岡山區",33,540,34328,97741,48649,49092,103.7,"高雄市"
"2097","橋頭區",17,359,13117,37081,18923,18158,103.7,"高雄市"
"2098","燕巢區",11,288,10333,30484,16180,14304,103.7,"高雄市"
"2099","田寮區",10,154,3430,7697,4285,3412,103.7,"高雄市"
"2100","阿蓮區",12,276,9362,29606,14935,14671,103.7,"高雄市"
"2101","路竹區",20,395,16552,53004,27079,25925,103.7,"高雄市"
"2102","湖內區",14,260,10269,29337,15031,14306,103.7,"高雄市"
"2103","茄萣區",15,339,10370,30721,15904,14817,103.7,"高雄市"
"2104","永安區",6,81,5816,14127,7103,7024,103.7,"高雄市"
"2105","彌陀區",12,227,6705,19925,10304,9621,103.7,"高雄市"
"2106","梓官區",15,286,12403,36357,18785,17572,103.7,"高雄市"
"2107","旗山區",21,381,13877,38304,19867,18437,103.7,"高雄市"
"2108","美濃區",19,389,14461,41445,21666,19779,103.7,"高雄市"
"2109","六龜區",12,221,5666,13783,7437,6346,103.7,"高雄市"
"2110","甲仙區",7,103,2371,6427,3416,3011,103.7,"高雄市"
"2111","杉林區",8,143,4827,12605,6863,5742,103.7,"高雄市"
"2112","內門區",18,207,5063,15256,8281,6975,103.7,"高雄市"
"2113","茂林區",3,19,584,1894,939,955,103.7,"高雄市"
"2114","桃源區",8,39,1314,4317,2276,2041,103.7,"高雄市"
"2115","那瑪夏區",3,20,863,3215,1674,1541,103.7,"高雄市"
"2116","高雄市",891,17624,1061818,2777318,1382884,1394434,103.8,"高雄市"
"2117","鹽埕區",21,232,10910,25548,12740,12808,103.8,"高雄市"
"2118","鼓山區",38,722,55294,135382,65766,69616,103.8,"高雄市"
"2119","左營區",39,760,76855,195467,94870,100597,103.8,"高雄市"
"2120","楠梓區",37,803,65826,178164,88036,90128,103.8,"高雄市"
"2121","三民一",41,659,33061,82528,40924,41604,103.8,"高雄市"
"2122","三民二",45,1084,101606,265043,128072,136971,103.8,"高雄市"
"2123","新興區",32,456,22748,52654,25367,27287,103.8,"高雄市"
"2124","前金區",20,263,12531,27855,13407,14448,103.8,"高雄市"
"2125","苓雅區",69,1248,72160,176244,85267,90977,103.8,"高雄市"
"2126","前鎮區",59,1298,77866,194042,95869,98173,103.8,"高雄市"
"2127","旗津區",13,212,10936,28973,15014,13959,103.8,"高雄市"
"2128","小港區",38,697,65749,155948,77819,78129,103.8,"高雄市"
"2129","鳳山一",41,1052,69589,179091,87682,91409,103.8,"高雄市"
"2130","鳳山二",35,1007,65459,174250,86529,87721,103.8,"高雄市"
"2131","林園區",24,525,25360,70480,35869,34611,103.8,"高雄市"
"2132","大寮區",25,747,40726,110950,57191,53759,103.8,"高雄市"
"2133","大樹區",18,376,13251,43223,22212,21011,103.8,"高雄市"
"2134","大社區",9,175,12592,34299,17503,16796,103.8,"高雄市"
"2135","仁武區",16,389,30030,80442,41164,39278,103.8,"高雄市"
"2136","鳥松區",7,192,17428,43602,22152,21450,103.8,"高雄市"
"2137","岡山區",33,540,34355,97693,48618,49075,103.8,"高雄市"
"2138","橋頭區",17,359,13164,37150,18949,18201,103.8,"高雄市"
"2139","燕巢區",11,288,10331,30451,16149,14302,103.8,"高雄市"
"2140","田寮區",10,154,3428,7699,4282,3417,103.8,"高雄市"
"2141","阿蓮區",12,276,9361,29597,14935,14662,103.8,"高雄市"
"2142","路竹區",20,395,16569,52971,27064,25907,103.8,"高雄市"
"2143","湖內區",14,260,10293,29356,15025,14331,103.8,"高雄市"
"2144","茄萣區",15,339,10374,30722,15904,14818,103.8,"高雄市"
"2145","永安區",6,81,5822,14141,7112,7029,103.8,"高雄市"
"2146","彌陀區",12,227,6709,19907,10297,9610,103.8,"高雄市"
"2147","梓官區",15,286,12417,36395,18802,17593,103.8,"高雄市"
"2148","旗山區",21,381,13872,38246,19836,18410,103.8,"高雄市"
"2149","美濃區",19,389,14456,41372,21619,19753,103.8,"高雄市"
"2150","六龜區",12,221,5659,13751,7419,6332,103.8,"高雄市"
"2151","甲仙區",7,103,2371,6426,3413,3013,103.8,"高雄市"
"2152","杉林區",8,143,4841,12617,6865,5752,103.8,"高雄市"
"2153","內門區",18,207,5064,15236,8264,6972,103.8,"高雄市"
"2154","茂林區",3,19,584,1899,942,957,103.8,"高雄市"
"2155","桃源區",8,39,1309,4289,2260,2029,103.8,"高雄市"
"2156","那瑪夏區",3,20,862,3215,1676,1539,103.8,"高雄市"
"2157","高雄市",891,17624,1063794,2777461,1382862,1394599,103.9,"高雄市"
"2158","鹽埕區",21,232,10904,25479,12704,12775,103.9,"高雄市"
"2159","鼓山區",38,722,55478,135524,65837,69687,103.9,"高雄市"
"2160","左營區",39,760,77050,195536,94850,100686,103.9,"高雄市"
"2161","楠梓區",37,803,66028,178320,88122,90198,103.9,"高雄市"
"2162","三民一",41,659,33127,82496,40926,41570,103.9,"高雄市"
"2163","三民二",45,1084,101739,264955,127966,136989,103.9,"高雄市"
"2164","新興區",32,456,22791,52624,25338,27286,103.9,"高雄市"
"2165","前金區",20,263,12571,27869,13421,14448,103.9,"高雄市"
"2166","苓雅區",69,1248,72226,176033,85171,90862,103.9,"高雄市"
"2167","前鎮區",59,1298,78019,194080,95913,98167,103.9,"高雄市"
"2168","旗津區",13,212,10942,28960,15014,13946,103.9,"高雄市"
"2169","小港區",38,697,65846,155893,77752,78141,103.9,"高雄市"
"2170","鳳山一",41,1052,69663,179055,87685,91370,103.9,"高雄市"
"2171","鳳山二",35,1007,65640,174421,86590,87831,103.9,"高雄市"
"2172","林園區",24,525,25380,70455,35853,34602,103.9,"高雄市"
"2173","大寮區",25,747,40830,111054,57225,53829,103.9,"高雄市"
"2174","大樹區",18,376,13269,43224,22219,21005,103.9,"高雄市"
"2175","大社區",9,175,12613,34333,17516,16817,103.9,"高雄市"
"2176","仁武區",16,389,30160,80610,41237,39373,103.9,"高雄市"
"2177","鳥松區",7,192,17469,43647,22189,21458,103.9,"高雄市"
"2178","岡山區",33,540,34403,97662,48606,49056,103.9,"高雄市"
"2179","橋頭區",17,359,13187,37135,18940,18195,103.9,"高雄市"
"2180","燕巢區",11,288,10342,30443,16145,14298,103.9,"高雄市"
"2181","田寮區",10,154,3422,7701,4279,3422,103.9,"高雄市"
"2182","阿蓮區",12,276,9366,29560,14922,14638,103.9,"高雄市"
"2183","路竹區",20,395,16628,52989,27083,25906,103.9,"高雄市"
